Commit,Date,Author,Feature Files,Lines
a0ace5b,2014-10-23 02:12:37,charlierudolph,6,707
7a922ec,2014-10-23 07:25:25,charlierudolph,7,768
b57b420,2014-10-23 07:25:49,charlierudolph,7,768
609e114,2014-10-23 07:27:44,charlierudolph,7,768
6e714ce,2014-10-24 03:01:31,charlierudolph,7,765
3be4c06,2014-10-24 03:36:53,charlierudolph,7,765
f135181,2014-10-27 22:07:40,charlierudolph,7,765
3d1403c,2014-10-27 22:40:52,charlierudolph,7,765
765ed3a,2014-10-27 22:41:42,charlierudolph,7,793
9fe1f5d,2014-10-31 22:35:25,charlierudolph,7,793
a250ddc,2014-11-04 05:53:50,charlierudolph,7,793
325fc62,2014-11-04 05:54:37,charlierudolph,7,793
ef296d2,2014-11-04 05:55:18,charlierudolph,7,801
6b96db8,2014-11-04 06:01:47,charlierudolph,7,801
a419e2a,2014-11-04 23:48:25,Kevin Goslar,7,801
164f06b,2014-11-07 10:40:38,Kevin Goslar,7,801
4e6218c,2014-11-09 05:24:57,Kevin Goslar,7,801
27b2573,2014-11-09 05:52:14,Kevin Goslar,7,801
d7e5c1f,2014-11-09 05:59:02,Kevin Goslar,7,801
8ebbf0a,2014-11-09 06:01:35,charlierudolph,25,1278
2852964,2014-11-09 06:57:47,charlierudolph,25,1278
ee8c021,2014-11-10 22:46:31,charlierudolph,29,1319
cbf020f,2014-11-12 22:08:23,charlierudolph,39,1667
392dfd1,2014-11-13 01:11:40,charlierudolph,39,1667
83f9c7b,2014-11-13 03:11:54,charlierudolph,39,1667
edd7d81,2014-11-13 10:49:44,Kevin Goslar,40,1755
d98e9ec,2014-11-13 23:19:47,Kevin Goslar,40,1755
b3068b3,2014-11-14 00:02:40,charlierudolph,40,1755
7c54028,2014-11-14 00:06:45,Kevin Goslar,40,1755
f24c537,2014-11-14 00:17:17,charlierudolph,40,1755
ffa1047,2014-11-14 00:24:11,charlierudolph,40,1755
5fa19ed,2014-11-14 21:33:05,charlierudolph,40,1755
98955a0,2014-11-14 21:33:52,charlierudolph,40,1754
8650301,2014-11-14 22:03:42,charlierudolph,40,1726
d1af0b7,2014-11-14 22:05:53,charlierudolph,40,1726
1e9a2c8,2014-11-16 22:21:43,Kevin Goslar,40,1726
904a837,2014-11-18 04:43:07,Kevin Goslar,40,1726
16ece16,2014-11-19 06:37:21,Kevin Goslar,40,1725
f450156,2014-11-21 05:51:37,charlierudolph,40,1725
8b385a7,2014-11-21 06:51:02,charlierudolph,40,1725
ba05167,2014-11-21 06:51:44,charlierudolph,47,1797
75f4987,2014-11-21 06:54:10,charlierudolph,55,1918
99a245d,2014-11-21 09:31:35,Kevin Goslar,55,1918
0766682,2014-11-21 09:39:27,Kevin Goslar,55,1918
d0d22d3,2014-11-21 09:55:25,Kevin Goslar,55,1918
421b2bb,2014-11-21 23:07:05,Kevin Goslar,55,1916
0bc84ee,2014-11-21 23:19:16,charlierudolph,58,1979
651c044,2014-11-21 23:36:23,charlierudolph,58,1977
825bf54,2014-11-22 11:02:23,Kevin Goslar,58,1977
c5ba617,2014-11-22 11:04:37,Kevin Goslar,58,1977
35de431,2014-11-24 10:51:00,charlierudolph,58,1977
fb00be8,2014-11-24 10:55:40,charlierudolph,58,1977
2594646,2014-11-24 11:08:46,charlierudolph,59,1991
1a50ad6,2014-11-24 11:09:32,charlierudolph,59,2161
ba74cf3,2014-11-24 11:12:23,charlierudolph,59,2161
123fa39,2014-11-24 20:58:49,Kevin Goslar,59,2161
1586aa3,2014-11-24 20:59:54,Kevin Goslar,59,2161
32fb85a,2014-11-24 21:07:54,Kevin Goslar,59,2161
8f27e4e,2014-11-30 10:42:01,charlierudolph,59,2161
2ef502b,2014-11-30 10:42:48,charlierudolph,59,2161
52fd94e,2014-11-30 12:31:57,charlierudolph,62,2183
8446edf,2014-11-30 21:29:04,Kevin Goslar,64,2244
f20bced,2014-12-01 06:43:14,charlierudolph,64,2244
e91f398,2014-12-01 06:44:45,charlierudolph,64,2249
5c3d517,2014-12-01 06:46:41,charlierudolph,64,2249
d714b7b,2014-12-01 07:46:44,charlierudolph,64,2249
9d0a532,2014-12-01 10:46:11,charlierudolph,64,2249
40d22eb,2014-12-02 11:37:14,charlierudolph,69,2303
bdeba60,2014-12-02 12:16:10,charlierudolph,69,2303
2a86e6b,2014-12-03 07:18:36,charlierudolph,69,2303
f1a6edb,2014-12-04 20:29:43,Kevin Goslar,69,2303
139caa0,2014-12-04 23:50:42,charlierudolph,69,2303
dc273d4,2014-12-04 23:51:16,charlierudolph,69,2303
75ba289,2014-12-05 07:11:46,Allen Wu,69,2303
251289c,2014-12-05 22:00:28,charlierudolph,69,2303
efa2ba7,2014-12-05 22:21:14,Allen Wu,69,2303
3039465,2014-12-05 23:13:12,Allen Wu,72,2349
a0ff7ed,2014-12-07 04:00:25,Kevin Goslar,72,2365
111e8ec,2014-12-08 00:25:18,Kevin Goslar,72,2365
a780467,2014-12-08 08:00:39,Kevin Goslar,72,2365
7234b80,2014-12-08 08:20:07,charlierudolph,72,2365
1d9eb36,2014-12-08 08:20:40,charlierudolph,72,2365
d33c8cb,2014-12-08 08:42:13,Kevin Goslar,74,2434
95b7864,2014-12-08 08:42:57,charlierudolph,74,2434
9557812,2014-12-08 08:47:55,Kevin Goslar,86,2748
46e4322,2014-12-08 08:49:15,charlierudolph,86,2748
5443a70,2014-12-08 08:49:55,charlierudolph,86,2748
64f97c4,2014-12-08 08:54:59,Kevin Goslar,86,2748
3fcc9ee,2014-12-08 09:25:31,charlierudolph,87,2765
4c7b1d2,2014-12-09 22:00:15,charlierudolph,91,2832
1f68422,2014-12-09 22:03:14,charlierudolph,93,2866
4c777ea,2014-12-09 22:04:36,charlierudolph,93,2748
310f888,2014-12-09 22:08:38,charlierudolph,93,2748
393ea5e,2014-12-09 22:11:08,charlierudolph,93,2796
1293de7,2014-12-09 22:15:42,charlierudolph,106,3036
bc0fddc,2014-12-13 10:40:05,Allen Wu,106,3036
e52203c,2014-12-13 10:42:24,Allen Wu,106,3036
4ac6eaa,2014-12-14 00:01:52,charlierudolph,106,3036
c5d3352,2014-12-14 00:02:41,charlierudolph,106,3036
8163c90,2014-12-14 23:48:33,charlierudolph,111,3080
53debb0,2014-12-15 00:06:49,charlierudolph,111,3080
b8ea5a7,2014-12-15 11:05:25,Kevin Goslar,111,3080
dab1b5d,2014-12-15 21:12:23,Kevin Goslar,111,3080
4dc2db7,2014-12-15 21:43:22,Kevin Goslar,111,3081
c9dd6ab,2014-12-15 23:02:12,charlierudolph,117,3919
08e4457,2014-12-16 10:41:50,Kevin Goslar,123,3943
04b746d,2014-12-16 10:58:10,Kevin Goslar,126,4008
2a0a8bc,2014-12-17 05:21:49,Kevin Goslar,126,4008
b23c134,2014-12-17 11:06:36,Kevin Goslar,126,4008
561b8fa,2014-12-17 11:06:59,Kevin Goslar,126,4009
7e9f17a,2014-12-18 20:39:27,charlierudolph,122,3993
fae1d11,2014-12-19 09:24:16,charlierudolph,120,3969
3ce6697,2014-12-19 10:25:50,charlierudolph,120,3969
8d1d644,2014-12-19 10:44:42,charlierudolph,122,4042
dbc5fc1,2014-12-19 10:56:45,Charlie Rudolph,122,4042
96ec22f,2014-12-20 23:55:53,Kevin Goslar,122,4043
c7a5a48,2014-12-21 21:18:37,charlierudolph,126,4107
7418905,2014-12-24 06:31:36,Allen Wu,132,4228
6a894c8,2014-12-24 10:46:13,Kevin Goslar,132,4243
dc11614,2014-12-25 00:16:16,Kevin Goslar,132,4243
84ada22,2014-12-26 08:31:42,Kevin Goslar,132,4297
2ff035a,2014-12-27 03:50:00,Kevin Goslar,132,4295
9076e2b,2014-12-27 09:04:35,Kevin Goslar,132,4318
aa9612f,2014-12-27 20:43:46,charlierudolph,134,4364
ba85877,2014-12-27 21:02:54,charlierudolph,134,4364
3b6c338,2014-12-28 21:10:21,Kevin Goslar,134,4424
3dd3b2c,2014-12-28 21:12:04,charlierudolph,134,4424
ec72fb8,2014-12-28 21:23:08,charlierudolph,134,4761
3c58cef,2014-12-28 21:24:12,charlierudolph,134,4805
746eddf,2014-12-28 21:42:00,charlierudolph,135,4954
e1073fa,2014-12-28 21:44:12,charlierudolph,135,5376
318ffec,2014-12-28 23:13:12,Kevin Goslar,135,5440
9c6248e,2014-12-28 23:34:40,Kevin Goslar,135,5488
e5f5ade,2014-12-28 23:35:52,Kevin Goslar,135,5583
9533b92,2014-12-29 03:59:47,charlierudolph,135,5656
5432ded,2014-12-29 20:10:38,charlierudolph,137,5865
2ae1f80,2014-12-29 21:14:16,charlierudolph,137,5869
74e2def,2014-12-29 22:03:01,Kevin Goslar,137,5869
a7438c4,2014-12-29 22:17:20,Kevin Goslar,137,5869
b8e01d2,2014-12-29 22:28:26,charlierudolph,137,5869
494c1da,2014-12-29 23:47:58,charlierudolph,137,5872
f675c82,2015-01-02 22:11:15,Kevin Goslar,137,5944
10a6cd0,2015-01-02 22:14:09,Kevin Goslar,137,5944
bf563a7,2015-01-06 10:47:28,Kevin Goslar,137,5944
dd01ab3,2015-01-06 10:50:17,Kevin Goslar,137,5944
f3270f9,2015-01-06 20:38:46,Kevin Goslar,137,5944
cf23bd3,2015-01-07 21:58:28,charlierudolph,161,8231
efb98a1,2015-01-08 21:49:41,Kevin Goslar,161,8243
24ebcb7,2015-01-08 23:10:48,Kevin Goslar,161,8243
58edbce,2015-01-08 23:28:57,Kevin Goslar,161,8243
eaadf19,2015-01-09 05:10:11,charlierudolph,161,8243
f7119bb,2015-01-09 22:06:33,charlierudolph,161,8243
6efd11c,2015-01-11 08:38:20,Kevin Goslar,161,8281
a4ffb45,2015-01-11 22:51:54,charlierudolph,161,8281
4625928,2015-01-12 10:20:37,charlierudolph,161,8281
16699ef,2015-01-12 10:24:48,charlierudolph,161,8281
a4d75da,2015-01-13 10:53:34,charlierudolph,161,8281
b5814b5,2015-01-13 10:54:13,charlierudolph,162,8320
d092c5f,2015-01-13 21:08:10,Kevin Goslar,162,8011
009e225,2015-01-13 22:07:00,Charles Rudolph,162,8011
c1dd2b1,2015-01-14 06:40:55,charlierudolph,162,8011
8270be1,2015-01-14 11:42:44,charlierudolph,162,8021
00d2c2e,2015-01-14 11:50:09,charlierudolph,163,8056
be08be9,2015-01-14 11:51:43,charlierudolph,165,8125
bec5c0d,2015-01-14 19:14:45,Kevin Goslar,165,8125
c906339,2015-01-15 06:33:54,Kevin Goslar,165,8125
9135cad,2015-01-15 10:10:12,Rob Meadows,165,8125
d102d9b,2015-01-15 12:11:30,Allen Wu,165,8125
b443e98,2015-01-16 22:00:33,Kevin Goslar,165,8125
d61e2ef,2015-01-16 22:14:55,Kevin Goslar,165,8125
2c9c951,2015-01-16 22:52:34,charlierudolph,161,8087
cf4972c,2015-01-17 00:42:52,Allen Wu,163,8129
6ed0980,2015-01-17 09:40:58,charlierudolph,160,8099
29f713f,2015-01-17 09:43:59,charlierudolph,156,8076
53f4c42,2015-01-17 23:45:43,Allen Wu,156,8076
8a8ba7b,2015-01-17 23:50:23,Charlie Rudolph,156,8076
c8c6319,2015-01-17 23:51:56,Allen Wu,156,8076
8a5930a,2015-01-17 23:59:45,Allen Wu,156,8076
be82092,2015-01-18 20:52:34,Kevin Goslar,156,8076
d4c7dfc,2015-01-28 13:05:34,Allen Wu,156,8076
17a2d3a,2015-02-01 10:25:06,Allen Wu,156,8076
97eafcc,2015-02-02 22:29:35,charlierudolph,156,8065
e9bfd73,2015-02-03 20:57:13,Kevin Goslar,156,8062
2d57742,2015-02-07 23:21:56,Kevin Goslar,156,8062
7fab569,2015-02-08 00:13:16,charlierudolph,150,7903
d10bdb3,2015-02-08 01:25:16,charlierudolph,150,8165
ec6342c,2015-02-11 00:15:37,charlierudolph,150,8165
2f601d6,2015-02-18 22:22:15,Kevin Goslar,150,8165
0526ca8,2015-02-19 23:09:09,Kevin Goslar,150,8165
f42b056,2015-02-19 23:09:40,Kevin Goslar,150,8165
248a1d9,2015-02-19 23:10:12,Kevin Goslar,150,8165
044168b,2015-02-19 23:10:34,Kevin Goslar,150,8165
73c323a,2015-02-20 12:09:13,Allen Wu,153,8278
374ff84,2015-02-20 22:19:09,Kevin Goslar,153,8278
edcb381,2015-02-21 00:25:53,Kevin Goslar,153,8278
e84b14b,2015-02-22 23:31:58,Kevin Goslar,153,8278
a34b1d9,2015-02-23 02:36:53,Kevin Goslar,153,8278
ae0622d,2015-02-23 21:25:22,Antonis Stampoulis,153,8278
a827d11,2015-02-24 08:18:51,Kevin Goslar,153,8278
c0f13fe,2015-02-24 20:57:19,Kevin Goslar,153,8278
9789cd6,2015-02-24 21:05:35,Kevin Goslar,153,8278
351f0be,2015-02-25 09:11:15,Kevin Goslar,154,8292
71b197c,2015-02-26 22:15:25,charlierudolph,154,8292
0c866aa,2015-02-26 23:27:06,Allen Wu,154,8292
0e4b00b,2015-02-27 19:53:01,Kevin Goslar,154,8292
c89c3a6,2015-03-01 09:39:45,Kevin Goslar,154,8292
6e426e0,2015-03-02 09:34:14,Kevin Goslar,154,8292
8417d91,2015-03-02 09:43:18,Kevin Goslar,154,8292
1931316,2015-03-03 14:10:24,Ricardo Matsui,160,8484
718c2ad,2015-03-04 08:21:55,Kevin Goslar,160,8484
70e310c,2015-03-05 18:31:22,Kevin Goslar,160,8484
675f772,2015-03-05 18:32:31,Kevin Goslar,160,8484
78cb7b3,2015-03-05 18:40:38,Kevin Goslar,160,8484
707a944,2015-03-05 21:00:14,Kevin Goslar,160,8484
b3d32f5,2015-03-05 21:01:34,Kevin Goslar,160,8512
edfcb58,2015-03-09 23:12:53,Kevin Goslar,160,8512
92b1dd9,2015-03-12 03:33:30,Kevin Goslar,160,8512
af9c25e,2015-03-12 03:42:32,Allen Wu,160,8512
f2b78cf,2015-03-17 21:00:40,Kevin Goslar,160,8512
baf785d,2015-03-19 09:21:00,Kevin Goslar,160,8512
1b9103c,2015-03-23 09:49:50,Kevin Goslar,160,8512
68ebe83,2015-03-23 09:50:17,Kevin Goslar,160,8512
877fb41,2015-03-23 10:15:35,Kevin Goslar,160,8512
3df9ecc,2015-03-23 19:20:05,Kevin Goslar,160,8512
06252c7,2015-03-24 08:25:19,Kevin Goslar,160,8512
03da61b,2015-03-25 07:46:01,Kevin Goslar,160,8512
985a81e,2015-03-25 21:38:44,Kevin Goslar,160,8511
597c046,2015-03-26 19:39:10,Kevin Goslar,160,8511
d042cbe,2015-03-27 08:24:02,Kevin Goslar,160,8511
c00f8a9,2015-03-27 10:23:03,Allen Wu,160,8539
1245bd9,2015-03-27 12:36:46,Ricardo Matsui,166,8853
97805f0,2015-03-27 18:47:56,Kevin Goslar,166,8853
3160782,2015-03-27 19:22:03,Kevin Goslar,166,8853
6190d9e,2015-03-29 11:37:18,Kevin Goslar,166,8853
3d870f3,2015-03-30 02:37:56,Kevin Goslar,166,8853
3a04ca9,2015-03-30 11:25:27,Ricardo Matsui,179,9765
0d02f99,2015-03-30 11:34:27,Ricardo Matsui,185,10056
5bb92f2,2015-03-31 09:36:54,Kevin Goslar,185,10056
b5409ab,2015-04-02 08:49:42,Kevin Goslar,185,10056
fcbe309,2015-04-03 09:07:55,Kevin Goslar,185,10056
ed936b8,2015-04-03 20:04:20,Kevin Goslar,187,10352
7671eff,2015-04-03 20:11:12,Kevin Goslar,187,10348
82d2717,2015-04-06 07:05:44,Ricardo Matsui,187,10348
8b7405d,2015-04-06 21:22:56,charlierudolph,187,10348
e77365c,2015-04-07 09:02:35,Kevin Goslar,187,10348
d52802c,2015-04-08 08:13:13,Ricardo Matsui,187,10348
06c218e,2015-04-10 07:52:30,Ricardo Matsui,188,10421
fdb76b3,2015-04-15 20:15:03,Kevin Goslar,189,10471
697f046,2015-04-15 22:12:51,Allen Wu,189,10471
f00d5b2,2015-04-16 21:24:54,Kevin Goslar,189,10420
b9d4b0f,2015-04-17 19:20:56,Kevin Goslar,189,10420
16c074f,2015-04-20 19:30:30,Kevin Goslar,191,10581
300b504,2015-04-21 01:12:29,seanstrom,191,10581
2a9eb20,2015-04-21 01:22:37,Allen Wu,191,10581
089ad74,2015-04-21 22:47:43,Kevin Goslar,191,10712
8dae7d1,2015-04-22 06:13:21,Allen Wu,191,10712
89f5c99,2015-04-25 06:04:20,charlierudolph,191,10712
0135a40,2015-04-29 22:05:27,Kevin Goslar,191,10712
f6ead7a,2015-04-30 07:52:40,Kevin Goslar,191,10712
a1f6181,2015-05-19 09:11:26,Kevin Goslar,191,10712
bab786d,2015-05-22 08:58:57,Kevin Goslar,191,10714
380a2cc,2015-05-22 09:09:24,Kevin Goslar,191,10714
754c80f,2015-05-23 08:02:36,Kevin Goslar,183,10278
9aa98f9,2015-05-23 08:04:42,Ricardo Matsui,206,11046
4fc66f9,2015-05-23 08:40:49,Kevin Goslar,199,10553
404bdfe,2015-05-23 08:43:04,Kevin Goslar,199,10553
96a8b1b,2015-05-26 08:33:50,Kevin Goslar,188,10110
41133d9,2015-05-27 19:02:43,Kevin Goslar,162,7984
b741b70,2015-05-27 19:44:26,Kevin Goslar,159,7873
a0f2fc1,2015-05-28 01:55:31,Christopher Kim,159,7873
c8d4e67,2015-05-28 02:24:58,Kevin Goslar,159,7873
4c0dfb2,2015-05-28 19:28:51,Kevin Goslar,151,7567
cc58fd1,2015-05-28 19:30:38,Kevin Goslar,146,7380
57a7926,2015-05-28 19:35:24,Kevin Goslar,146,7380
6f977fb,2015-06-10 18:40:47,Kevin Goslar,146,7380
457b767,2015-06-10 20:02:39,Kevin Goslar,146,7380
2097793,2015-06-12 21:38:01,Kevin Goslar,146,7380
b14c68d,2015-06-14 19:05:48,Kevin Goslar,146,7380
cadb5d3,2015-06-14 19:06:36,Kevin Goslar,146,7380
1b5e48f,2015-06-19 00:35:00,Kevin Goslar,146,7380
ec2a3d9,2015-06-19 09:00:54,Kevin Goslar,146,7380
68cf202,2015-06-23 09:59:54,Kevin Goslar,146,7380
252fd3c,2015-07-05 21:55:07,Kevin Goslar,151,7740
188764e,2015-07-05 22:08:34,Kevin Goslar,155,7870
f2822ad,2015-07-05 22:12:03,Kevin Goslar,155,7900
c3d7c8f,2015-07-05 22:13:39,Kevin Goslar,157,8026
b7c545b,2015-07-05 22:14:31,Kevin Goslar,159,8099
abe8cc9,2015-07-05 22:15:45,Kevin Goslar,160,8153
8bfa727,2015-07-05 22:21:31,Kevin Goslar,157,7674
217f31e,2015-07-06 20:04:53,Kevin Goslar,157,7674
292f50c,2015-07-09 21:06:17,Kevin Goslar,157,7747
41d74ff,2015-07-09 21:13:16,Kevin Goslar,157,7747
099d917,2015-07-09 21:23:11,Kevin Goslar,157,7751
eaa2469,2015-07-09 22:34:23,Kevin Goslar,157,7751
53be999,2015-07-10 21:00:30,Kevin Goslar,157,7751
64c7abe,2015-07-13 19:17:36,Kevin Goslar,157,7751
34c6ca1,2015-07-13 19:35:16,Kevin Goslar,157,7882
40c84e2,2015-07-13 19:46:03,Kevin Goslar,158,7894
a7c608f,2015-07-13 19:49:14,Kevin Goslar,158,7894
1812345,2015-07-13 22:36:49,Robert Douglas,158,7894
3309a9f,2015-07-14 10:13:55,Kevin Goslar,158,7922
79cab85,2015-07-15 00:45:01,Robert Douglas,158,7922
0ef656d,2015-07-26 20:46:30,Kevin Goslar,158,7922
148712d,2015-07-26 20:56:19,Kevin Goslar,158,7922
5ee403d,2015-07-26 21:29:32,Kevin Goslar,158,7922
eeccf7f,2015-07-26 21:41:36,Kevin Goslar,158,7922
de450dd,2015-07-28 10:22:04,Kevin Goslar,158,7922
17ee34a,2015-08-18 09:27:57,Kevin Goslar,158,7922
91abe38,2015-08-18 09:30:34,Kevin Goslar,158,7922
968355d,2015-08-18 09:38:39,Kevin Goslar,158,7922
5112630,2015-08-19 21:10:55,Kevin Goslar,158,7922
2b855fc,2015-08-19 21:22:59,Kevin Goslar,158,7922
7042aaa,2015-08-20 06:52:55,Charlie Rudolph,158,7922
3ca53cd,2015-08-24 10:11:49,charlierudolph,158,7922
1ac25bb,2015-08-25 00:39:36,Robert Douglas,158,7922
daa4405,2015-08-25 01:39:08,Robert Douglas,158,7922
53be561,2015-08-25 02:32:00,Robert Douglas,158,7922
e73514b,2015-08-25 05:55:53,charlierudolph,158,7922
ab043d7,2015-08-25 21:13:29,charlierudolph,158,7922
b8dfbbc,2015-08-25 21:14:14,charlierudolph,158,7922
2546471,2015-08-25 21:44:49,Robert Douglas,158,7922
b02a8ab,2015-08-25 21:46:05,charlierudolph,159,7971
c1aca41,2015-08-26 06:59:18,charlierudolph,159,7971
d4e31de,2015-08-26 21:56:59,charlierudolph,159,7971
61c4e0d,2015-08-26 22:59:33,charlierudolph,160,7986
79d8afe,2015-08-27 02:48:40,Allen Wu,160,7986
82a1c61,2015-08-27 10:45:05,charlierudolph,160,7872
5c928e1,2015-08-27 10:47:29,charlierudolph,160,7872
a96cba0,2015-08-27 10:52:35,charlierudolph,160,7888
fd39afb,2015-08-27 11:04:23,charlierudolph,161,7899
0cc7163,2015-08-28 02:59:16,charlierudolph,161,7899
ca43af0,2015-08-29 04:30:02,charlierudolph,161,7904
26949dc,2015-08-29 04:30:37,charlierudolph,162,7950
18ac382,2015-08-29 05:15:40,charlierudolph,162,7950
7ecbdc3,2015-08-29 06:16:35,Robert Douglas,162,7950
c40d7cf,2015-08-31 23:03:24,charlierudolph,162,7950
216171e,2015-09-01 00:14:56,charlierudolph,163,7980
8980187,2015-09-01 00:26:43,charlierudolph,164,8045
3286b2c,2015-09-02 22:01:50,charlierudolph,164,8045
973bc55,2015-09-02 22:02:30,charlierudolph,164,8045
12023e4,2015-09-03 00:44:38,charlierudolph,164,8045
4c59b2d,2015-09-04 02:34:33,Robert Douglas,164,8045
7672e4b,2015-09-08 22:24:32,charlierudolph,164,8045
8db87a6,2015-09-08 22:25:11,charlierudolph,164,8045
f30f02b,2015-09-08 22:25:45,charlierudolph,164,8045
d10fa34,2015-09-09 08:18:05,Kevin Goslar,164,8045
cfa73e6,2015-09-10 22:20:37,charlierudolph,164,8045
c66d3b5,2015-09-11 09:04:46,Kevin Goslar,164,8045
011b55b,2015-09-11 09:17:40,Robert Douglas,164,8045
1f5d942,2015-09-11 09:24:15,charlierudolph,164,8045
2f46e4f,2015-09-11 09:26:12,charlierudolph,165,8097
d4767c2,2015-09-11 09:53:21,charlierudolph,165,8097
d53da82,2015-09-11 10:56:00,charlierudolph,165,8097
fa2270a,2015-09-12 22:16:02,charlierudolph,165,8097
37ea6b1,2015-09-12 22:16:29,charlierudolph,165,8097
760d123,2015-09-12 22:17:01,charlierudolph,165,8089
85ff5ec,2015-09-12 22:17:46,charlierudolph,165,8053
a2a1c82,2015-09-13 21:03:18,charlierudolph,165,8012
2af2265,2015-09-15 05:10:27,charlierudolph,165,8012
1db2082,2015-09-15 05:48:48,charlierudolph,165,8008
bd7b1f1,2015-09-15 06:42:06,charlierudolph,165,8008
cab386b,2015-09-15 21:09:13,charlierudolph,165,8008
392fc2e,2015-09-17 00:40:07,charlierudolph,165,7986
85bb3e5,2015-09-18 21:53:41,Charlie Rudolph,165,7986
2b77a8e,2015-09-21 04:29:38,Kevin Goslar,165,7986
5605bcf,2015-10-05 08:43:11,charlierudolph,165,8006
1ed0643,2015-10-05 09:00:59,Kevin Goslar,166,8072
0646f95,2015-10-05 09:13:24,Allen Wu,173,8268
5a9aa5b,2015-10-05 23:53:38,Allen Wu,173,8281
c5e10c4,2015-10-14 06:12:09,Kevin Goslar,173,8343
b6a3b2b,2015-10-14 06:21:25,Kevin Goslar,173,8350
8974ba5,2015-10-14 20:08:56,charlierudolph,162,7758
6d61faf,2015-10-15 00:40:45,charlierudolph,162,7758
b9e78dd,2015-10-16 00:25:56,charlierudolph,162,7758
5d5caa2,2015-10-16 22:05:38,charlierudolph,162,7758
4515624,2015-10-17 19:25:48,charlierudolph,161,7697
371636d,2015-10-17 19:29:45,charlierudolph,161,7697
230e746,2015-10-17 19:46:08,charlierudolph,161,7697
